vVLDBJ. aDovDori vInf.Syst. aLidaXu vInf.Syst. aPrabuddhaDe vER aSalvatoreT.March vIEEEDatabaseEng.Bull. aDonS.Batory vIEEEDatabaseEng.Bull. aDavidK.Hsiao vPARBASE aSubbiahRajanarayanan vPARBASE aArdieSchijf vPARBASE/Databases aWenyuLu vIEEETrans.Knowl.DataEng. aMartinErwig vIEEETrans.Knowl.DataEng.
vSWSWPC aMakotoAmamiya vDEXAWorkshops aKaoruSugita vDEXAWorkshops aKatsuyaHakozaki vDELOSWorkshop:PersonalisationandRecommenderSystemsinDigitalLibraries aCliffordA.Lynch vACMDL aBruceR.Schatz vACMDL aJamesC.French vCIKM aFabioFassetti vSEBD aAlessandraRaffaetà vSEBD aGianlucaLax vCoopIS/DOA/ODBASE aYuchangGong vCIKM
vSWSWPC aJorgeCardoso vBPM aDianaHeckl vBPM aAlexeiLapouchnian vCAiSE aPatrickPfeffer vBDA aD.Terral vBDA aIriniFundulaki vBDA aAnthonyTomasic vPDIS aS.Bhattacharya vPDIS aBettySalzberg vVLDB aGrahamCormode vVLDB
vHIKM aArifGhafoor vICDE aAsitDan vICDE aChristopheLécluse vICDT aSebastianLink vDEXAWorkshops aPaoloL.Scala vDEXAWorkshops aPhilipposKoutsakas vDEXAWorkshops aAlbertoPan vIDEAS aMinChen vICDEWorkshops aChristianBeecks vICDEWorkshops aK.SelçukCandan vDASFAA
vHIKM aNagarajanPrabakar vIEEETrans.Knowl.DataEng. aWen-ChihPeng vMDM aChristophWeyer vMDM aKatsumiTanaka vDASFAA aCélineFiot vDASFAA aYiu-KaiNg vCIKM aNorbertFuhr vACMTrans.Inf.Syst. aChengqiZhang vIJBIDM aLefterisHatzieleftheriou vIJBIDM aMasanoriNakamura vIJBIDM
vHIKM aRafaeBhatti vIEEETrans.Knowl.DataEng. aAlfredoGoñi vDAISD aHelmutThöne vJ.Intell.Inf.Syst. aElisaBertino vICDE aDavidA.Bell vBNCOD aAbdulRaufBaig vBNCOD aNormanW.Paton vACM-GIS aBoyanBrodaric vACM-GIS aJörgSiebeck vSSDBM aJanathanC.Goyert vSSDBM
vHIKM aMarianneLykkeNielsen vECIR aRobertoBasili vBTWWorkshops aMarcoCammisa vICDM aDavidGleich vICDM aHiroyukiKawano vDataKnowl.Eng. aPaoloAvesani vPKDD aJiayuanHuang vPKDD aAndersTorvillBjorvand vPKDD aJunKaramon vPKDD aBarrySmyth vECIR
vHIKM aAmarK.Das vHIKM aCarlosOrdonez vIEEETrans.Knowl.DataEng. aChristosGiannoukos vIEEETrans.Knowl.DataEng. aStanleyY.W.Su vVLDB aSrikantaJ.Bedathur vWWW aBernhardSchueler vWWW aRaphaelVolz vBNCOD aJianhuaShao vCAiSE aPaulJohannesson vInf.Syst. aStefanManegold vIEEETrans.Knowl.DataEng.
vHIKM aAmarK.Das vJ.Intell.Inf.Syst. aMichaelG.Christel vJCDL aGregoryGrefenstette vSIGIR aAzadehShakery vCIKM aFengJing vCIKM aDianeKelly vCIKM aJaimeG.Carbonell vCIKM aMing-SyanChen vCIKM aJianTang vCIKM aLiYang vSIGMODRecord
vHIKM aYiDeng vSIGMODRecord aGuidoMoerkotte vInf.Syst. aChichangJou vInf.Syst. aSilvanaCastano vSEBD aIlariaBartolini vSEBD aRiccardoTorlone vSIGMODConference aMalcolmColton vPDIS aArupAcharya vPDIS aRalfKramer vInt.J.onDigitalLibraries aMacKenzieSmith vECDL
vHIKM aArifGhafoor vIEEETrans.Knowl.DataEng. aChih-ChenLin vIEEEDataEng.Bull. aCarolineM.Eastman vInf.Syst. aLetiziaTanca vSEBD aSimonaE.Rombo vSEBD aVlastislavDohnal vICDE aArthurM.Geoffrion vICDE aJiaweiHan vDMKD aAlexanderS.Szalay vSIGMODConference aGunterSchlageter vRIDE-IMS
vWebMine aBettinaBerendt vECIR aJoséR.Paramá vSPIRE aElyPorat vSPIRE aTzvikaHartman vSPIRE aYuriZieman vSPIRE aMiguelR.Penabad vADBIS aSergeiD.Kuznetsov vADBIS-DASFAASymposium aJaroslavPokorný vADBIS aFelixNaumann vWebDB aYehoshuaSagiv vSIGMODConference
vWebMine aBamshadMobasher vKDD aSzymonJaroszewicz vPAKDD aDavidWai-LokCheung vIEEETrans.Knowl.DataEng. aSaktiPramanik vDEXA aHenriPrade vIEEETrans.Knowl.DataEng. aToruIshida vInt.J.CooperativeInf.Syst. aHenkM.Blanken vICOD aIrvingL.Traiger vACMTrans.DatabaseSyst. aFrancescaCesarini vDataKnowl.Eng. aYe-InChang vIW-MMDBMS
vWebMine aEsinSaka vWebMine aEsinSaka vWebMine aBettinaBerendt vWEBKDD aMichaelHahsler vWEBKDD aDanMurray vWEBKDD aMichaelD.Smith vWEBKDD aLukasFaulstich vWebDB aNickRoussopoulos vSIGMODConference aAmihaiMotro vSIGMODRecord aMichaelJ.Franklin vSIGMODConference
vWebMine aBettinaBerendt vWEBKDD aMichaelHahsler vWEBKDD aPhilipK.Chan vJ.Intell.Inf.Syst. aJianahuaChen vJ.Intell.Inf.Syst. aMarkGirolami vSIGIR aStefanM.Rüger vCIVR aGuillaumeLavoué vCIVR aShin'ichiSatoh vCIVR aChong-WahNgo vSIGIR aCraigMacdonald vECIR
vWebMine aGiovanniSemeraro vECDL aMarkusStolze vECDL aSimeonWarner vInt.J.onDigitalLibraries aAngeloRossiMori vInt.J.onDigitalLibraries aNathanFreitas vInt.J.onDigitalLibraries aMarkusStolze vECDL aStijnNotebaert vECDL aJun-ichiTsujii vECDL aMariaGraziaBalestri vACMDL aGregoryL.Zick vACMDL
vWebMine aSarabjotS.Anand vCIKM aChandaDharap vCIKM aLingpengYang vAIRS aHironoriDoi vAIRS aKuiXu vACMTrans.AsianLang.Inf.Process. aMingZhou vACMTrans.AsianLang.Inf.Process. aMasakiMurata vAIRS aFeng-LongHuang vAIRS aJong-HyeokLee vInt.J.Comput.Proc.OrientalLang. aGoutamKumarSaha vInt.J.Comput.Proc.OrientalLang.
vWebMine aOlfaNasraoui vSDM aSaharonRosset vICDM aAndrewW.Moore vKDD aDavidA.McAllester vKDD aRichardChow vKDD aChristosDavatzikos vKDD aRichardJ.Bolton vKDD aColinGermond vKDD aNealLesh vKDD aOlfaNasraoui vSIGKDDExplorations
vWebMine aBamshadMobasher vSIGKDDExplorations aHarveyJ.Miller vGeoInformatica aJoachimGudmundsson vGIS aJürgenDöllner vACM-GIS aKarenC.Davis vJ.DataSemanticsVI aKarenC.Davis vJ.DataSemanticsVI aKarenC.Davis vJ.DataSemanticsVI aKarenC.Davis vJ.DataSemanticsVI aKarenC.Davis vJ.DataSemanticsVI aKarenC.Davis vJ.DataSemanticsVI
vICDEWorkshops aYoshinariKanamori vICDE aAlvaroA.A.Fernandes vJournalofSystemsIntegration aQ.Zhu vJournalofSystemsIntegration aMarkWilson vJournalofSystemsIntegration aAubreyE.Hill vJournalofSystemsIntegration aNikitasA.Assimakopoulos vJournalofSystemsIntegration aRamamohanraoS.Jawadi vIEEETrans.Knowl.DataEng. aRichardJ.Povinelli vIEEETrans.Knowl.DataEng. aWeiWang vPAKDD aTetsuyaYoshida vPAKDD
vICDEWorkshops aMichihiroKobayakawa vICDEWorkshops aVladislavShkapenyuk vIEEEDataEng.Bull. aJosephM.Hellerstein vSIGMODConference aP.D.Nanadikar vSIGMODConference aAllanPacker vSIGMODConference aAndrewLim vADBIS-DASFAA aIlYoungChung vMobileDataManagement aKrisBubendorfer vMobileDataManagement aJivodarB.Tchakarov vMobileDataManagement aZhexuanSong vMobileDataManagement
vICDEWorkshops aTillMerker vICDEWorkshops aHervéMénager vICDEWorkshops aSineenardPinyapong vICDEWorkshops aMattWelsh vICDE aJuhaHeinänen vICDE aQimingChen vSIGMODConference aGeorgeColliat vSIGMODRecord aZudeLi vSIGMODRecord aYannisVassiliou vIEEEDatabaseEng.Bull. aDavidK.Hsiao vVLDB
vICDEWorkshops aMarkRoantree vSIGMODRecord aTimosK.Sellis vVLDBJ. aJenniferWidom vSIGMODConference aBertholdReinwald vSIGMODConference aGeorgGottlob vExpertDatabaseConf. aJorgeLobo vDOOD aYehoshuaSagiv vPODS aRakeshAgrawal vSIGMODConference aPranayJain vACMTrans.DatabaseSyst. aJenniferWidom vACMSIGMODDigitalReview
vICDEWorkshops aAparnaS.Varde vDEXA aDanielPoulin vDEXA aXiuzhenZhang vPAKDD aSongtaoGuo vPAKDD aDeepakKolippakkam vPAKDD aIthipanMethasate vPAKDD aAdaWai-CheeFu vSIGMODRecord aJuliaCouto vSIGMODRecord aChristophQuix vJ.DataSemantics aJohnMylopoulos vVLDB
vICDEWorkshops aAnnPrestrud vIJBIDM aKarltonSequeira vICDM aGemmaC.Garriga vKDD aMarcDacier vKDD aAlfonsoF.Cardenas vVLDB aJ.Bradley vVLDB aStefanDeßloch vSIGMODConference aPaulG.Sorenson vVLDB aMichelPilote vICDE aWinfriedLamersdorf vICDE
vICDEWorkshops aKatharinaGrün vAPWeb/WAIM aJunZhang vKnowl.Inf.Syst. aLatifurKhan vSIGKDDExplorations aLatanyaSweeney vDBSec aKangZhang vDMKD aKeWang vVLDB aLiangJin vVLDBJ. aGauravVijayvargiya vVLDBJ. aRaghuRamakrishnan vIEEEDataEng.Bull. aIsmaelNavasDelgado vDILS
vICDEWorkshops aMichaelJ.Carey vVLDBJ. aKrithiRamamritham vSIGMODConference aYehoshuaSagiv vPODS aShinichiMorishita vPKDD aMichaelWurst vWebMine aRayidGhani vICDM aVladimirSoroka vWWW aMehdiKharrazi vWWW aGeert-JanHouben vAustralasianDatabaseConference aClementH.C.Leung vAustralasianDatabaseConference
vICDE aXiaofangZhou vMDM aLiYan vMDM aRalfHartmutGüting vMDM aXuYang vMDM aVladimirZadorozhny vDMSN aDimitriosKatsaros vDataKnowl.Eng. aIsabelleMirbel vInf.Syst. aHans-JochenSchneider vInf.Syst. aEricSchall vInf.Syst. aJoachimW.Schmidt vER(Workshops)
vICDE aChristophBussler vCAiSE aMariaJanilceB.Almeida vCAiSE aLydiaSilvaMuñoz vDEXAWorkshops aYunghoLeu vDPDS aMing-SyanChen vIEEETrans.Knowl.DataEng. aWesleyW.Chu vCIKM aTung-HuiKu vCIKM aBrianD.Davison vWWW aQiHe vPAKDD aYuxinDing vPAKDD
vICDE aGeorgeKollios vACMTrans.DatabaseSyst. aRogerKing vDBPL aAlanSchmitt vDBPL aAntonioAlbano vWorkshoponDataAbstraction,DatabasesandConceptualModelling aPaoloPaolini vHypertext aMichaelBieber vHypermedia aKeithInstone vHypertext aSteveCounsell vHypertext aVincentP.Wade vHypertext aReneDalsgaardLarsen vHypertext
vICDE aMichaelStonebraker vSIGMODRecord aJudithCopler vSIGMODRecord aThierryBarsalou vICDE aWeiWang vADMA aXiangyuYu vADMA aReginaLanger vADMA aQiLiangZhu vICDMWorkshops aBaoyingWang vDMKD aDavidB.Skalak vDMKD aGautamPant vACMTrans.InternetTechn.
vICDE aHectorGarcia-Molina vSIGMODRecord aKwei-JayLin vSIGMODRecord aSalvatoreJ.Stolfo vKDD aMikeGardner vKDD aMarkSchwabacher vKDD aDarylPregibon vDMKD aDarylPregibon vKDD aGehadGalal vJASIS aStephenP.Harter vJASIS aSydneyJ.Pierce vJASIS
vICDE aP.Venkatachalam vICDE aYannisPapakonstantinou vEDBT aStevenR.Newcomb vECHT aRenatoMartucci vECHT aYiZheng vECHT aJean-FrançoisRouet vECHT aLidiaFalomo vECHT aPaulBeynon-Davies vHIM aH.-W.Müller vHIM aRoyRada vInf.Process.Manage.
vICDE aQimingChen vSIGMODConference aNikosMamoulis vSSTD aVerenaKantere vGIS aVivekSehgal vICDMWorkshops aChin-ChuanHo vICDMWorkshops aLotharJänsch vICDMWorkshops aZhengxinChen vICDMWorkshops aTakanobuNakahara vICDMWorkshops aReynoldCheng vICDMWorkshops aGaryBenson vICDMWorkshops
vICDE aDirkBartels vICDE aChristianThomsen vDaWaK aChia-HuiChang vICDMWorkshops aS.H.Boey vDASFAA aWilfredNg vDASFAA aShojiYamamoto vDASFAA aYoungdukSeo vDEXA aPeterC.Lockemann vIWDM aMarioTerranova vIWDM aHansChristophZeidler vInf.Syst.
vORM aPiengjitChaiyasut vORM aJoséNeumandeSouza vORM aOlgaDeTroyer vCAiSE aAlessandroD'Atri vPODS aChristosH.Papadimitriou vPODS aKrishnaramKenthapadi vCIDR aMingshengHong vCIDR aPeterJozsa vCIDR aRichardA.Golding vICDE aKarlAberer vDOOD
vORM aPeterEden vORM aJ.L.HanOei vDEXA aChunRuan vDEXA aErnestRotterdam vDEXA aJisookPark vDEXA aZhengXuanLoh vCODAS aMukeshK.Mohania vDEXA aTakaoMiura vNLDB aSukhoLee vDEXA aGuidoMoerkotte vBDA
vORM aTakaoMiura vICDEWorkshops aShin'ichiWakabayashi vRIDE aPaoloStofella vRIDE aElisaBertino vSIGMODRecord aAmarnathGupta vER aAnnaQueralt vCAiSE aEricS.K.Yu vInt.J.CooperativeInf.Syst. aZinaBen-Miled vDILS aGrahamJ.L.Kemp vBNCOD aC.RavindranathChowdary vBNCOD
vORM aNazimAgoulmine vORM aTheoP.vanderWeide vInf.Syst. aPeterC.Lockemann vJ.Intell.Inf.Syst. aHenriAvancini vJ.Intell.Inf.Syst. aRonaldR.Yager vInf.Retr. aHuiYang vDG.O aKinchoH.Law vDG.O aIrfanBora vDG.O aMichaelTyworth vDG.O aReaganW.Moore vCASCON
vORM aBarbaraPernici vTemporalDatabases,Dagstuhl aAvigdorGal vICDE aYufeiTao vVLDB aRalphGrishman vInf.Process.Manage. aHyopilShin vInf.Process.Manage. aFrederickG.Sayward vInf.Process.Manage. aAntonioC.GonzálezCabrera vInf.Process.Manage. aArnoldW.Pratt vInf.Process.Manage. aCharlesP.Friedman vJASIS aStuartA.Sutton vJASIS
